TIC ID,Notes,Planet Radius (Earth Radii),Period (days),Transit Duration (Hours),Signal Detection Efficiency (SDE),Classification,Observed Sectors [String],N Sectors Observed,dist,ra,dec,eclat,eclong,Teff,logg,M_star,R_star,rho,Tmag,Vmag,Gmag,rmag,imag,Zmag,Hmag,Kmag
300710077,,,,,,,"Sector  1, Sector  2, Sector  3, Sector  5, Sector  6, Sector  7, Sector  8, Sector  9, Sector 10, Sector 11, Sector 12, Sector 13",12.0,43.407,115.268484216621,-71.3044021862841,-79.8581263921775,219.009623485503,3461.0,4.85358,,0.371140003204346,7.01409,11.9802,14.23,13.1643,,,,9.954,9.704
192415411,,,,,,,Sector 18,1.0,29.1227,46.1341364645354,43.3071499700833,24.8738054806763,56.2322549398596,3282.0,4.90494,0.273,0.28,9.17543,11.7708,14.56,13.067,15.543,15.9378,11.8628,9.532,9.248
312885008,,,,,,,"Sector 20, Sector 26",2.0,14.6519,127.875496456874,73.0627162507249,51.8331294999812,106.82419243003,3285.0,4.93598,0.265,0.274,10.8214,10.3824,12.885,11.6686,,,,8.243,8.004
219698776,,,,,,,"Sector 14, Sector 20",2.0,43.1865,135.734013400945,71.6370312133384,51.5633412217595,111.27868179414,3489.0,4.74553,,0.49,4.1364,11.1966,13.427,12.359,,,,9.093,8.878
343722317,,,,,,,"Sector 12, Sector 13",2.0,31.209,273.470449199807,-77.1390822696318,-53.7155180599783,271.304609776687,3301.0,5.02868,0.136,0.179,17.6387,12.759,15.2,14.0439,,,,10.618,10.352
266744225,,,,,,,Sector  7,1.0,5.98632,116.167385953219,3.55246606437931,-17.4259596166327,117.472325625968,3181.0,4.89065,0.308,0.308,8.50828,8.33732,11.19,9.68066,,,,6.005,5.698
343628284,,,,,,,"Sector 15, Sector 16, Sector 17",3.0,73.3345,316.324129886696,57.7713735281794,67.3118375091035,359.791415844441,3391.0,4.84373,,0.381586,6.66919,13.1717,15.678,14.4005,,,,11.033,10.765
333423316,,,,,,,"Sector 16, Sector 17",2.0,47.5679321,354.03225454276,38.5275842401359,37.1457733775311,12.5459178532341,3286.0,4.89844,0.333,0.328,8.86545,11.6282,14.227,12.9312,,,,9.407,9.114
85462495,,,,,,,"Sector 25, Sector 26",2.0,21.2084,257.942018331351,40.4837572856352,63.0660480793867,249.465258135555,3112.0,5.13731,0.089,0.147,30.427,12.8291,15.823,14.2331,,,,10.562,10.271
20140030,,,,,,,Sector 21,1.0,38.9628,144.983624527178,43.9493444093232,28.191792698298,131.98959530831,3302.0,4.87249,0.311,0.31,7.7359,12.0848,14.692,13.3749,14.177,12.774,12.0396,9.869,9.62
399697663,,,,,,,Sector  5,1.0,24.096,73.1221362290932,9.50806214433775,-12.9357583186241,72.9143983084575,3102.0,5.12283,0.099,0.154,28.3452,13.059,16.35,14.4633,,,,10.735,10.449
16773461,,,,,,,Sector 20,1.0,25.1049,122.813449209218,36.1245136621128,15.7155396053245,117.046633831865,3230.0,4.92111,0.268,0.276,9.99762,11.5519,14.227,12.8795,16.1217,16.132,13.7,9.309,9.055
79020913,,,,,,,Sector  1,1.0,35.626358,315.280885872824,-49.1235866957366,-30.7012705937555,302.739113894016,3273.0,4.94934,0.212,0.233,11.619,10.7036,13.335,11.9998,,,,8.48,8.193
229575381,,,,,,,"Sector 24, Sector 25",2.0,10.0067,240.712268326042,20.5891750697365,40.347145895495,233.067376525628,3236.0,4.96055,0.235,0.251,12.3325,9.8531,13.07,11.1562,12.0568,10.5196,10.6205,7.648,7.369
461635002,,,,,,,"Sector 19, Sector 25, Sector 26",3.0,14.4725,19.9673910151933,84.1591108820918,64.0132557183279,77.39108373821,3056.0,5.07678,0.15,0.189,22.5461,11.6923,14.85,13.1254,,,,9.314,9.025
25241388,,,,,,,"Sector 17, Sector 24",2.0,25.3152,351.417905098025,53.1349723619731,50.3219023793419,21.7029117663324,3148.0,4.90947,0.251,0.263,9.3981,11.6965,15.17,13.0811,,,,9.284,8.98
189565557,,,,,,,"Sector  8, Sector  9",2.0,14.3341,143.616390479644,-26.7241105624195,-38.5604048892853,156.865058895123,3182.0,5.02271,0.205,0.228,17.1022,11.1961,13.992,12.5573,,,,8.942,8.619
333047111,,,,,,,Sector  6,1.0,24.9087,99.6470616600337,-14.0828276039729,-37.1289917137952,101.763423362786,3300.0,4.9338,0.251,0.263,10.6964,11.6334,14.205,12.9145,,,,9.428,9.139
274669637,,,,,,,Sector 19,1.0,61.539547,92.1267786730414,49.0350783789065,25.6072101555596,91.5460095160287,3217.0,4.92892,0.222,0.241,10.4217,12.514,15.174,13.8564,,,,10.216,9.988
328328639,,,,,,,Sector 20,1.0,11.2903,112.678243454788,48.1996085428548,26.0606519256405,106.622966409019,3200.0,5.056,0.161,0.197,20.2944,10.7894,13.97,12.1304,,,,8.618,8.34
235711434,,,,,,,"Sector 14, Sector 15, Sector 18, Sector 19, Sector 21, Sector 22, Sector 24, Sector 25, Sector 26",9.0,22.7916,252.779214085252,78.1548665721799,77.4049170439016,106.18180720949,2879.0,5.14236,0.091,0.148,31.1853,13.5464,17.44,15.1137,,,,10.839,10.462
