TIC ID,Notes,Planet Radius (Earth Radii),Period (days),Transit Duration (Hours),Signal Detection Efficiency (SDE),Classification,Observed Sectors [String],N Sectors Observed,dist,ra,dec,eclat,eclong,Teff,logg,M_star,R_star,rho,Tmag,Vmag,Gmag,rmag,imag,Zmag,Hmag,Kmag
450335809,,,,,,,Sector 23,1.0,36.1366,192.870618582906,24.2765784202663,27.2571605065646,181.46675054623,3242.0,4.91661,0.185,0.214,9.76139,12.4265,15.191,13.7557,14.541,13.3252,12.2277,10.068,9.81
277560927,,,,,,,"Sector 15, Sector 16",2.0,49.1696,310.929426767231,55.1629976315124,67.6270333709089,349.481882943742,3430.0,4.79028,0.473,0.449,5.11201,11.8406,14.11,13.0406,,,,9.73,9.486
229565468,,,,,,,"Sector 24, Sector 25",2.0,25.4779,239.871820158146,23.3608303309414,42.8153066591357,231.085035208411,3119.0,5.05018,0.181,0.211,19.7004,12.7537,15.73,14.1515,15.0693,13.7539,12.4929,10.382,10.066
419866654,,,,,,,"Sector 15, Sector 16",2.0,31.9013,327.972525480988,46.5876247105204,54.2386508763505,355.541228853288,3355.0,4.88451,0.243,0.257,8.23795,11.6927,14.078,12.9402,,,,9.54,9.282
143022742,,,,,,,Sector  4,1.0,70.7878,54.4669196099915,-30.0571774164359,-47.7064779138074,41.6249716723763,3414.0,4.77364,,0.458860993385315,4.71948,12.531,15.26,13.7476,,,,10.429,10.154
122136861,,,,,,,Sector 14,1.0,20.9409,289.921153438511,41.4635529246899,62.592242115619,303.689061681073,2921.0,5.15625,0.094,0.151,33.3614,13.2353,16.9,14.7624,,,,10.678,10.374
280183258,,,,,,,Sector  7,1.0,36.6519,114.432694544807,5.91023731378142,-15.4119214344129,115.262883470604,3342.0,4.82053,0.343,0.336,5.9321,11.5512,14.053,12.8082,,,,9.351,9.078
359330905,,,,,,,Sector 14,1.0,29.9795,291.175317078418,23.4402191036985,44.8518523012813,297.870970312652,3418.0,4.95495,0.216,0.237,11.971,11.971,15.2,13.1827,,,,9.929,9.708
322270620,,,,,,,"Sector 12, Sector 13",2.0,68.9109,296.829812565017,-87.3215581136482,-64.1439359420912,272.772041084673,3551.0,4.74501,,0.491322994232178,4.12644,12.0936,14.158,13.225,,,,10.065,9.889
410153553,,,,,,,Sector  1,1.0,14.8846,340.49215556875,-69.1689780353653,-54.1225694496447,304.887051401227,3004.0,5.08528,,0.188623994588852,23.5297,11.9238,15.24,13.3925,,,,9.477,9.145
67649637,,,,,,,Sector  3,1.0,36.2247,18.8742385201138,-33.4312101831148,-37.796672570216,2.07005781312456,3112.0,4.94693,0.099,0.154,11.4708,12.7408,15.603,14.1516,,,,10.37,10.056
317177585,,,,,,,Sector 26,1.0,9.92533,280.290659972386,24.7873414544649,47.7294169956733,283.952519865048,3132.0,4.86817,0.279,0.285,7.56399,9.34989,12.52,10.7227,,,,6.912,6.616
230395127,,,,,,,"Sector 14, Sector 15, Sector 16, Sector 17, Sector 18, Sector 20, Sector 21, Sector 22, Sector 23, Sector 24, Sector 25, Sector 26",12.0,50.5312462,286.689880230686,63.9445426133405,82.5672248450987,347.196380737888,3190.0,4.86699,0.252,0.264,7.51761,12.2063,15.13,13.5675,14.5166,13.1265,12.1457,9.948,9.656
